Geneset.Type	Geneset.ID	Description	P.value	FDR	Effect	Odds.Ratio	Status	N.Geneset.Genes	N.Geneset.Peak.Genes	Geneset.Avg.Gene.Length	Geneset.Peak.Genes
Gene Ontology Biological Process	GO:0046622	positive regulation of organ growth	0.533268937401905	0.708819063918227	-0.232891602088407	0.792239445971458	depleted	45	13	274733.022222222	4208, 1906, 7919, 9254, 32, 1432, 2627, 3142, 3574, 4851, 6910, 10409, 54440
Gene Ontology Biological Process	GO:0010954	positive regulation of protein processing	0.533366079885745	0.708819063918227	-0.407839614777197	0.665085540161264	depleted	20	7	98248.9	6900, 147372, 718, 2023, 2934, 6714, 55848
Gene Ontology Biological Process	GO:0048009	insulin-like growth factor receptor signaling pathway	0.534011990792024	0.708946953292859	-0.27004027420816	0.76334875045129	depleted	36	8	264066.111111111	5295, 51232, 650, 2692, 2693, 3667, 23236, 55023
Gene Ontology Biological Process	GO:0046637	regulation of alpha-beta T cell differentiation	0.534998209603523	0.709437695739493	-0.220708396277156	0.801950497948227	depleted	53	20	211218.377358491	3707, 639, 3662, 3965, 4860, 8943, 9308, 301, 2625, 3142, 3565, 3593, 5590, 6469, 8546, 8767, 8995, 51043, 54440, 114548
Gene Ontology Biological Process	GO:0035883	enteroendocrine cell differentiation	0.535093826091335	0.709437695739493	-0.320572275715729	0.725733598497816	depleted	25	5	195092.04	3280, 5991, 2932, 406, 2627
Gene Ontology Biological Process	GO:0030277	maintenance of gastrointestinal epithelium	0.535142597463256	0.709437695739493	-0.475420517852234	0.621623597674636	depleted	16	4	175963.125	6662, 4588, 7099, 91603
Gene Ontology Biological Process	GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production	0.535206728400486	0.709437695739493	-0.272822591056129	0.761227824274576	depleted	45	13	88829.1333333333	3965, 5987, 6504, 7128, 2693, 4157, 5443, 7099, 9370, 9971, 10270, 11213, 29126
Gene Ontology Biological Process	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0.535942839452755	0.710230955236775	-0.206092336676669	0.813757933110582	depleted	73	23	91683.9589041096	677, 1977, 4850, 678, 1656, 1974, 4292, 4848, 5073, 7832, 9125, 9775, 10140, 10767, 23034, 23658, 25819, 26986, 27161, 51010, 51013, 51690, 55571
Gene Ontology Biological Process	GO:0050864	regulation of B cell activation	0.536777959098304	0.710789910417903	-0.158628139812939	0.853313613338219	depleted	107	39	163483.46728972	639, 4208, 196, 677, 972, 1026, 3398, 3635, 4773, 7037, 7128, 10451, 678, 836, 1141, 3565, 3574, 4067, 4292, 4436, 5777, 5788, 7040, 7099, 7293, 8660, 9984, 22806, 30009, 51010, 51293, 54440, 57162, 57181, 59067, 64092, 79155, 115650, 100423062
Gene Ontology Biological Process	GO:0090025	regulation of monocyte chemotaxis	0.537054519419682	0.710973637589463	-0.37608530693041	0.686543763603082	depleted	22	6	151845.772727273	4067, 6278, 6346, 6347, 8995, 10488
Gene Ontology Biological Process	GO:0032656	regulation of interleukin-13 production	0.537212235469242	0.710999980191333	-0.394195846472823	0.67422199930896	depleted	19	7	185498.578947368	3662, 3965, 2625, 3565, 5590, 90865, 114548
Gene Ontology Biological Process	GO:2000136	regulation of cell proliferation involved in heart morphogenesis	0.537511696554029	0.711031498082624	-0.379384217512645	0.684282648774589	depleted	16	6	339035.4375	3280, 6662, 1499, 659, 4851, 6910
Gene Ontology Biological Process	GO:0046850	regulation of bone remodeling	0.538022634737585	0.711371923935506	-0.243204057129988	0.784111493904477	depleted	42	9	166648.666666667	3635, 7037, 7128, 9066, 9607, 2488, 4041, 4160, 6714
Gene Ontology Biological Process	GO:0016266	O-glycan processing	0.538154842605647	0.711371923935506	-0.21618402010238	0.805587044022369	depleted	55	19	173031.345454545	6484, 6482, 2589, 2590, 51809, 94025, 152002, 727897, 4588, 6483, 9245, 10071, 10678, 11226, 50614, 55568, 79623, 114805, 283464
Gene Ontology Biological Process	GO:0016447	somatic recombination of immunoglobulin gene segments	0.540649444662088	0.714075709248963	-0.261490439425625	0.769903236106305	depleted	44	12	92663.9545454545	3329, 7037, 10538, 3565, 4292, 4436, 6929, 7040, 9025, 9984, 30009, 51010
Gene Ontology Biological Process	GO:0002260	lymphocyte homeostasis	0.541142228804911	0.714368668987854	-0.212968330709331	0.808181731353375	depleted	63	22	116561.238095238	4004, 4208, 972, 3965, 6654, 7128, 578, 836, 1831, 4067, 5366, 5532, 6194, 6498, 7040, 8740, 9093, 10018, 55619, 57678, 115650, 124976
Gene Ontology Biological Process	GO:0010950	positive regulation of endopeptidase activity	0.54135273925285	0.714463745665248	-0.143771397192561	0.866085715056382	depleted	140	45	113282.435714286	22861, 54205, 444, 3329, 3965, 4155, 5978, 56616, 356, 408, 578, 637, 836, 840, 885, 1285, 1512, 1611, 1654, 2152, 2934, 4609, 4803, 5366, 6091, 6188, 7124, 8717, 8738, 9447, 10016, 10018, 10399, 10550, 26999, 27141, 51024, 51065, 51079, 55122, 57539, 79594, 83595, 114548, 130399
Gene Ontology Biological Process	GO:0043624	cellular protein complex disassembly	0.541915454523532	0.715023485904579	-0.123948048931208	0.883425734601737	depleted	197	60	90893.2538071066	11075, 444, 5341, 9829, 11004, 28957, 50861, 327, 740, 830, 1984, 2934, 3396, 5195, 5962, 6456, 6709, 6711, 7429, 8867, 9525, 9801, 10013, 10763, 11034, 11222, 23332, 23384, 51021, 51073, 51081, 51116, 51263, 51264, 51318, 51649, 51650, 54148, 54948, 55037, 55168, 55173, 56945, 57129, 57553, 57731, 60488, 63908, 64951, 64963, 64969, 64976, 64978, 65005, 90480, 124995, 128308, 146206, 146909, 253725
Gene Ontology Biological Process	GO:0044724	single-organism carbohydrate catabolic process	0.542295756739639	0.715342318849347	-0.144977323229736	0.86504190924497	depleted	140	38	106709.978571429	863, 5214, 54541, 801, 2992, 5257, 5315, 9759, 9942, 11181, 178, 669, 1486, 2023, 2597, 3356, 3692, 3939, 4041, 4123, 4126, 4967, 5208, 5209, 5230, 5465, 5571, 10327, 10690, 10891, 23324, 51422, 51548, 55347, 55753, 64080, 84750, 132158
Gene Ontology Biological Process	GO:0045010	actin nucleation	0.544376784313157	0.717826111820342	-0.252892386463841	0.776551444774386	depleted	46	12	99474.652173913	5987, 10788, 2934, 7429, 8936, 8976, 10096, 27236, 57180, 81873, 84501, 339005
Gene Ontology Biological Process	GO:0010810	regulation of cell-substrate adhesion	0.544456983049622	0.717826111820342	-0.114495711989067	0.891815762525666	depleted	179	53	220617.340782123	1012, 1946, 5295, 10562, 6251, 7070, 8874, 9480, 2932, 3175, 5728, 5795, 6093, 6695, 54361, 57580, 201294, 255743, 81, 1236, 1295, 1613, 2185, 3987, 4653, 4811, 4851, 5291, 5340, 5590, 5747, 5800, 5880, 6548, 6714, 7057, 7248, 7424, 8826, 9270, 9475, 9723, 23332, 29984, 51144, 55612, 79625, 80005, 90102, 133584, 151887, 253725, 285613
Gene Ontology Biological Process	GO:0045408	regulation of interleukin-6 biosynthetic process	0.544718752129129	0.71798774712166	-0.469240052539639	0.625477417690628	depleted	16	4	76350.0625	3635, 2693, 5724, 7189
Gene Ontology Biological Process	GO:0045932	negative regulation of muscle contraction	0.545229363312519	0.718477212089217	-0.344223196610979	0.708770715172291	depleted	21	4	200387.666666667	152, 5743, 6647, 80005
Gene Ontology Biological Process	GO:0000725	recombinational repair	0.546065123778884	0.719206521861298	-0.169474530167748	0.844108253502192	depleted	101	18	99549.6336633663	64859, 2072, 3014, 5888, 8438, 9907, 10111, 11144, 22909, 23028, 23514, 51548, 55010, 79035, 80198, 125150, 126074, 353497
Gene Ontology Biological Process	GO:0055090	acylglycerol homeostasis	0.547813406457884	0.719818096775175	-0.315265243407252	0.729595328251008	depleted	32	10	101760.0625	6095, 949, 3172, 3990, 4253, 9969, 9971, 10062, 123876, 338328
Gene Ontology Biological Process	GO:0070328	triglyceride homeostasis	0.547813406457884	0.719818096775175	-0.315265243407252	0.729595328251008	depleted	32	10	101760.0625	6095, 949, 3172, 3990, 4253, 9969, 9971, 10062, 123876, 338328
Gene Ontology Biological Process	GO:0090263	positive regulation of canonical Wnt signaling pathway	0.548022520491982	0.719818096775175	-0.150360034035849	0.860398148036347	depleted	120	37	122526.875	6233, 54361, 79705, 406, 1613, 1856, 4040, 5690, 5695, 5696, 5698, 5700, 5701, 5702, 5709, 5714, 5718, 6659, 6714, 7311, 7314, 7316, 7476, 7480, 7482, 8549, 8658, 9491, 9861, 27123, 54475, 55182, 55959, 57805, 80351, 130612, 441478
Gene Ontology Biological Process	GO:2000772	regulation of cellular senescence	0.548035081479195	0.719818096775175	-0.302956668746562	0.738631101488522	depleted	28	7	155101.714285714	3159, 3622, 10783, 406, 26156, 83719, 87178
Gene Ontology Biological Process	GO:0008202	steroid metabolic process	0.548631357054518	0.720017596297191	-0.0955201249861534	0.90890006986829	depleted	289	70	127136.584775087	26031, 476, 1392, 3638, 6095, 11218, 57540, 338, 412, 1585, 5978, 6256, 6721, 10998, 54361, 114881, 650, 949, 1584, 1592, 1595, 2055, 2099, 2222, 2488, 2638, 3157, 3490, 3565, 3990, 4041, 4047, 4864, 6097, 6307, 6309, 6342, 6469, 6591, 6647, 6653, 6713, 6720, 7124, 7421, 7536, 8856, 8912, 9619, 9965, 9971, 10654, 10891, 11160, 11161, 22937, 23600, 25830, 25976, 27122, 29842, 51144, 51171, 51422, 55809, 64788, 79644, 84650, 112812, 114883
Gene Ontology Biological Process	GO:0043558	regulation of translational initiation in response to stress	0.549892947793957	0.721372396684249	-0.468057269997859	0.626217659146587	depleted	17	7	67478.5294117647	468, 1965, 4690, 4869, 8893, 23645, 84919
Gene Ontology Biological Process	GO:0072594	establishment of protein localization to organelle	0.550287770176529	0.721640723523313	-0.0651019799342907	0.936971906171604	depleted	650	246	120308.489230769	2849, 5295, 8498, 1812, 3084, 3280, 55733, 801, 1026, 1499, 2932, 3329, 3837, 3965, 5138, 5530, 5580, 6135, 6160, 6161, 6169, 6181, 6210, 6233, 6721, 7013, 7114, 7128, 7323, 8943, 9804, 10297, 10369, 10469, 10971, 23409, 55486, 63910, 90427, 406, 473, 637, 655, 868, 1432, 1950, 2010, 2800, 3002, 3301, 3320, 3326, 3593, 3725, 3836, 3838, 3841, 3916, 3921, 4000, 4736, 4792, 4836, 5052, 5191, 5195, 5366, 5514, 5532, 5533, 5534, 5598, 5599, 5663, 5695, 5714, 5743, 5870, 5880, 5901, 6122, 6124, 6125, 6128, 6129, 6130, 6132, 6133, 6134, 6136, 6137, 6138, 6139, 6142, 6143, 6146, 6147, 6152, 6154, 6158, 6159, 6164, 6165, 6168, 6173, 6175, 6176, 6187, 6188, 6189, 6191, 6193, 6194, 6201, 6202, 6203, 6204, 6205, 6206, 6207, 6208, 6209, 6217, 6222, 6223, 6224, 6229, 6230, 6231, 6232, 6234, 6235, 6469, 6496, 6548, 6591, 6653, 6711, 6717, 6720, 6727, 6730, 6731, 6950, 7040, 7095, 7098, 7099, 7124, 7161, 7205, 7227, 7295, 7307, 7311, 7332, 7357, 7531, 7532, 7534, 7709, 8314, 8504, 8546, 8607, 8740, 8766, 8996, 9045, 9349, 9368, 9478, 9570, 9670, 9817, 9972, 10018, 10055, 10140, 10400, 10527, 10574, 10575, 10576, 10628, 10650, 11128, 11224, 22948, 23291, 23299, 23513, 23514, 23521, 23534, 23649, 25873, 25913, 26262, 26521, 27165, 29927, 29928, 29969, 51024, 51079, 51172, 51339, 51555, 51684, 53371, 54069, 54332, 55135, 55294, 55612, 55959, 56947, 56993, 64089, 64112, 79035, 79711, 80273, 83452, 84313, 84572, 84709, 89781, 92609, 93974, 114548, 118424, 121665, 128866, 129401, 130916, 131118, 135656, 137735, 140735, 152138, 285877, 340061, 401505, 728489
Gene Ontology Biological Process	GO:0051294	establishment of spindle orientation	0.551269265358428	0.722169302689691	-0.353482481513314	0.702238294632525	depleted	20	5	274015.2	10253, 10252, 23332, 29899, 54908
Gene Ontology Biological Process	GO:0006486	protein glycosylation	0.551583020911485	0.722169302689691	-0.0964423495564221	0.908062246282067	depleted	271	85	172827.937269373	6484, 9215, 146664, 378, 6482, 27087, 1603, 2218, 2589, 2590, 4249, 7903, 9933, 11070, 23409, 51809, 80267, 94025, 152002, 200424, 727897, 432, 2131, 2132, 2681, 2801, 4124, 4245, 4247, 4248, 4588, 4864, 5663, 6483, 7057, 8658, 8703, 8707, 8813, 9245, 10071, 10195, 10317, 10402, 10585, 10678, 10690, 10724, 11173, 11226, 11253, 11285, 11320, 22906, 23333, 23394, 23753, 25976, 26277, 29954, 50614, 51046, 51172, 51548, 54790, 54956, 54969, 55568, 55858, 56052, 64788, 79087, 79623, 79644, 80351, 81849, 84750, 85365, 114805, 116150, 144245, 256435, 283464, 286148, 374378
Gene Ontology Biological Process	GO:0043413	macromolecule glycosylation	0.551583020911485	0.722169302689691	-0.0964423495564221	0.908062246282067	depleted	271	85	172827.937269373	6484, 9215, 146664, 378, 6482, 27087, 1603, 2218, 2589, 2590, 4249, 7903, 9933, 11070, 23409, 51809, 80267, 94025, 152002, 200424, 727897, 432, 2131, 2132, 2681, 2801, 4124, 4245, 4247, 4248, 4588, 4864, 5663, 6483, 7057, 8658, 8703, 8707, 8813, 9245, 10071, 10195, 10317, 10402, 10585, 10678, 10690, 10724, 11173, 11226, 11253, 11285, 11320, 22906, 23333, 23394, 23753, 25976, 26277, 29954, 50614, 51046, 51172, 51548, 54790, 54956, 54969, 55568, 55858, 56052, 64788, 79087, 79623, 79644, 80351, 81849, 84750, 85365, 114805, 116150, 144245, 256435, 283464, 286148, 374378
Gene Ontology Biological Process	GO:0090218	positive regulation of lipid kinase activity	0.55173957456272	0.722169302689691	-0.28049004795401	0.755413461914327	depleted	33	11	140466	5155, 10451, 1236, 2185, 2322, 3667, 4067, 5747, 6714, 7040, 7410
Gene Ontology Biological Process	GO:0002534	cytokine production involved in inflammatory response	0.551810698042792	0.722169302689691	-0.350181179411236	0.704560426310853	depleted	27	8	74370.2962962963	1432, 4843, 8314, 10225, 27250, 66005, 79004, 81929
Gene Ontology Biological Process	GO:0007029	endoplasmic reticulum organization	0.552927782749459	0.723080971154489	-0.249966403997877	0.778826948103684	depleted	42	15	122636.976190476	9919, 662, 9697, 10087, 22931, 27348, 29927, 51062, 53407, 57003, 57142, 64225, 65055, 84522, 124491
Gene Ontology Biological Process	GO:0046330	positive regulation of JNK cascade	0.553179471483768	0.72322678494292	-0.142586320479741	0.867112701477255	depleted	119	40	165768.142857143	5770, 1906, 4293, 6504, 6885, 22881, 28988, 56940, 221472, 1236, 1616, 1647, 1856, 1857, 2185, 4216, 4616, 6188, 6386, 6416, 7074, 7098, 7099, 7124, 7189, 7476, 8767, 9043, 9618, 9770, 9965, 10125, 10595, 23043, 23236, 29969, 51347, 60401, 79594, 90441
Gene Ontology Biological Process	GO:0000272	polysaccharide catabolic process	0.554400964529738	0.724364475934064	-0.327201174038819	0.720938694288205	depleted	28	5	90679.1785714286	801, 2992, 5257, 178, 1118
Gene Ontology Biological Process	GO:2000181	negative regulation of blood vessel morphogenesis	0.554730264203309	0.724364475934064	-0.176806370705233	0.837942018938002	depleted	75	22	223872.466666667	577, 6772, 1499, 2296, 6093, 54361, 356, 575, 576, 1285, 4851, 4879, 5230, 6347, 7057, 7060, 9270, 9475, 9723, 51378, 54567, 90627
Gene Ontology Biological Process	GO:0051123	RNA polymerase II transcriptional preinitiation complex assembly	0.556031633546965	0.725344926384597	-0.300083461419587	0.740756393521491	depleted	30	12	164515.233333333	55729, 2099, 2959, 5700, 5701, 5702, 6874, 6880, 6882, 6883, 7480, 55832
Gene Ontology Biological Process	GO:0051100	negative regulation of binding	0.55669211741843	0.725795965064868	-0.134719025166242	0.873961438362866	depleted	137	44	144709.255474453	55118, 1400, 2932, 3398, 5155, 5530, 5580, 6093, 7009, 7114, 9044, 23462, 567, 2072, 2801, 3066, 3725, 4751, 4792, 5195, 5465, 5599, 5663, 6653, 6717, 8658, 9043, 9270, 9355, 9370, 9421, 9775, 10763, 11315, 23028, 23063, 23394, 23560, 24144, 51339, 51773, 54552, 56155, 171392
Gene Ontology Biological Process	GO:0060338	regulation of type I interferon-mediated signaling pathway	0.557390083059265	0.726338832660456	-0.287413732038889	0.750201282314551	depleted	40	9	62283.15	5770, 6772, 84166, 103, 3326, 3716, 5777, 11274, 79594
Gene Ontology Biological Process	GO:0032259	methylation	0.55855138954289	0.727484629803527	-0.0873930335245443	0.91631688159612	depleted	345	93	126836.527536232	1788, 5079, 26053, 639, 196483, 801, 1499, 2932, 3662, 3720, 22823, 23081, 26038, 27430, 55729, 55783, 56341, 56981, 57721, 59336, 79922, 80745, 200424, 1915, 1938, 2145, 2146, 2353, 2625, 2778, 3006, 3008, 4144, 4234, 4255, 4297, 5081, 5865, 5870, 5926, 6187, 6419, 6628, 7298, 7832, 8328, 8623, 8731, 9070, 9682, 9757, 9971, 10196, 10400, 11107, 23028, 23070, 25962, 26147, 29081, 29960, 51111, 51531, 51605, 51611, 54069, 54790, 54888, 55006, 55170, 55818, 55870, 56254, 56980, 57019, 63925, 64754, 79723, 79813, 90826, 115708, 117246, 130916, 143689, 144233, 149281, 151194, 154743, 196074, 201164, 345630, 399818, 751071
Gene Ontology Biological Process	GO:0042176	regulation of protein catabolic process	0.560040590206056	0.729056120331326	-0.0816558485938225	0.921589070300478	depleted	378	121	127789.177248677	4745, 150, 9024, 9683, 863, 2903, 3084, 4780, 6662, 996, 2272, 2932, 5728, 5887, 6135, 6233, 7128, 7430, 7514, 9709, 22954, 55741, 114881, 140462, 337867, 406, 580, 1075, 1263, 1452, 1915, 1950, 2185, 2332, 2629, 2905, 3326, 4085, 4194, 4843, 4898, 4946, 4947, 4953, 5582, 5663, 5690, 5695, 5696, 5698, 5700, 5701, 5702, 5709, 5714, 5718, 5747, 5774, 5886, 5962, 6125, 6201, 6386, 6469, 6500, 6625, 6642, 6653, 6880, 7077, 7079, 7124, 7311, 7314, 7316, 7321, 7432, 7480, 8945, 9104, 9113, 9349, 9491, 9604, 9695, 9817, 9861, 10399, 10956, 11213, 11236, 11315, 11345, 23450, 25897, 25976, 29116, 29882, 29979, 51079, 51339, 51433, 51582, 51684, 54971, 55212, 55270, 55294, 55905, 57805, 64326, 81610, 89777, 90865, 91304, 93974, 116986, 127544, 150684, 164832, 440730
Gene Ontology Biological Process	GO:0061001	regulation of dendritic spine morphogenesis	0.561608057970706	0.730727861556336	-0.24840917188196	0.780040707247095	depleted	34	9	248568.941176471	8851, 5649, 5728, 23316, 4076, 7074, 9912, 26052, 80725
Gene Ontology Biological Process	GO:0001702	gastrulation with mouth forming second	0.562050132805332	0.730779735809882	-0.279138766801393	0.756434927876266	depleted	28	9	268434.178571429	26011, 1499, 3170, 3975, 90, 2114, 4040, 4041, 7709
Gene Ontology Biological Process	GO:0090162	establishment of epithelial cell polarity	0.562072880731462	0.730779735809882	-0.333238251383007	0.7165994430073	depleted	21	10	208895.142857143	3280, 23094, 9265, 9368, 23150, 23332, 55612, 55691, 56288, 64083
Gene Ontology Biological Process	GO:0060445	branching involved in salivary gland morphogenesis	0.564133819050232	0.732636166715186	-0.301044774324699	0.740044637006029	depleted	23	6	258450.304347826	5361, 23129, 655, 6469, 6591, 7124
Gene Ontology Biological Process	GO:0044743	protein transmembrane import into intracellular organelle	0.564516250794747	0.732636166715186	-0.281889161225236	0.754357291937505	depleted	41	14	78238.0487804878	3329, 9804, 10469, 3320, 5191, 5195, 8504, 29928, 51079, 51555, 56993, 80273, 92609, 728489
Gene Ontology Biological Process	GO:0046633	alpha-beta T cell proliferation	0.564549983823656	0.732636166715186	-0.300667493904615	0.740323894033351	depleted	27	8	173222.259259259	1794, 3965, 8764, 3593, 3659, 6375, 8767, 163747
Gene Ontology Biological Process	GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation	0.564614696296935	0.732636166715186	-0.368553447807047	0.691734236932048	depleted	18	6	158009.611111111	3965, 301, 3142, 3565, 6375, 8995
Gene Ontology Biological Process	GO:0005976	polysaccharide metabolic process	0.565218800432614	0.733084292171724	-0.157307172854337	0.854441557251067	depleted	101	29	135765.99009901	10580, 801, 2632, 2932, 2992, 5155, 5257, 6233, 8534, 178, 1118, 1213, 1950, 2131, 2132, 3667, 5167, 5501, 5504, 7040, 7311, 7314, 7316, 8660, 9852, 10678, 51422, 56052, 648791
Gene Ontology Biological Process	GO:0050704	regulation of interleukin-1 secretion	0.56581977508538	0.733617547038321	-0.287968281791029	0.749785373711053	depleted	32	7	130856.375	22861, 3965, 51311, 1236, 9447, 114548, 152138
Gene Ontology Biological Process	GO:2000482	regulation of interleukin-8 secretion	0.565967556793165	0.733624780275361	-0.371863232480121	0.689448530241892	depleted	21	4	102852.761904762	3965, 7114, 301, 2219
Gene Ontology Biological Process	GO:0072009	nephron epithelium development	0.56629007771947	0.733858455401845	-0.137980882946364	0.871115344745388	depleted	109	36	242106.568807339	3280, 4208, 5420, 6662, 6772, 1499, 2296, 2668, 3975, 5727, 54361, 255743, 650, 793, 2625, 4609, 4851, 4868, 5076, 5228, 5800, 6299, 6469, 7040, 7482, 8826, 8842, 9370, 9788, 9863, 10409, 30812, 54806, 55083, 64412, 282679
Gene Ontology Biological Process	GO:0018126	protein hydroxylation	0.566543397222611	0.734002357175151	-0.379831205912677	0.683976850717427	depleted	20	3	149737.45	444, 54583, 55214
Gene Ontology Biological Process	GO:0060969	negative regulation of gene silencing	0.567417726251427	0.734624871358542	-0.344770897831317	0.70838262687457	depleted	21	8	141467.523809524	3159, 5530, 103, 2099, 7040, 9612, 25842, 144233
Gene Ontology Biological Process	GO:0000717	nucleotide-excision repair, DNA duplex unwinding	0.567436640169365	0.734624871358542	-0.376919305129461	0.685971426038091	depleted	22	10	63839.4090909091	5887, 6233, 1642, 2071, 2967, 7311, 7314, 7316, 7507, 9978
Gene Ontology Biological Process	GO:0006998	nuclear envelope organization	0.567451078186429	0.734624871358542	-0.175273269697329	0.83922765394415	depleted	85	31	99679.2235294118	5579, 10783, 23175, 137886, 2010, 4000, 5515, 5518, 5520, 6683, 7443, 8086, 9972, 23279, 23592, 25777, 26092, 27243, 27348, 53371, 55726, 55968, 79188, 81929, 91782, 114882, 124491, 128866, 129401, 221035, 221496
Gene Ontology Biological Process	GO:0000724	double-strand break repair via homologous recombination	0.568387922238834	0.735294338565879	-0.160367302440967	0.851830851947253	depleted	100	18	100266.09	64859, 2072, 3014, 5888, 8438, 9907, 10111, 11144, 22909, 23028, 23514, 51548, 55010, 79035, 80198, 125150, 126074, 353497
Gene Ontology Biological Process	GO:0033865	nucleoside bisphosphate metabolic process	0.568867204583293	0.735294338565879	-0.292924205048683	0.746078687552013	depleted	33	4	76539	51000, 5167, 25830, 64087
Gene Ontology Biological Process	GO:0033875	ribonucleoside bisphosphate metabolic process	0.568867204583293	0.735294338565879	-0.292924205048683	0.746078687552013	depleted	33	4	76539	51000, 5167, 25830, 64087
Gene Ontology Biological Process	GO:0034032	purine nucleoside bisphosphate metabolic process	0.568867204583293	0.735294338565879	-0.292924205048683	0.746078687552013	depleted	33	4	76539	51000, 5167, 25830, 64087
Gene Ontology Biological Process	GO:0046887	positive regulation of hormone secretion	0.569052104691835	0.735294338565879	-0.142088073472013	0.867544845434405	depleted	115	26	150990.356521739	1392, 2587, 8874, 116, 1813, 1906, 3625, 9607, 18, 408, 2692, 3799, 4826, 5208, 5532, 6659, 6717, 7200, 7349, 8660, 9971, 23410, 51714, 65985, 90550, 286676
Gene Ontology Biological Process	GO:1903514	calcium ion transport from endoplasmic reticulum to cytosol	0.569137931195036	0.735294338565879	-0.279282694806565	0.756326063540556	depleted	29	9	354437.551724138	801, 1756, 5144, 6261, 6546, 356, 6717, 8996, 55636
Gene Ontology Biological Process	GO:0042692	muscle cell differentiation	0.56915855931767	0.735294338565879	-0.0778727115997324	0.925082171279309	depleted	361	102	195762.75900277	8289, 577, 3084, 3280, 4208, 6095, 6444, 6662, 58, 677, 963, 1496, 1499, 1756, 1906, 2932, 3756, 4773, 5155, 5530, 5978, 6256, 6261, 6361, 6546, 6926, 7919, 9254, 9444, 9759, 22954, 23462, 54361, 80206, 255743, 90, 488, 627, 650, 694, 1000, 1048, 1432, 1482, 1655, 2034, 2146, 2627, 3020, 3021, 3565, 4000, 4154, 4205, 4629, 4842, 4851, 4868, 4878, 5573, 5600, 6416, 6469, 6474, 6548, 6910, 6929, 6935, 7040, 7124, 7248, 7480, 8740, 8837, 8912, 9043, 9172, 9325, 10266, 10521, 10938, 23028, 23236, 25842, 26057, 26509, 27250, 30812, 51177, 51676, 55553, 57190, 57496, 58529, 64754, 80306, 91807, 92737, 93145, 150094, 246329, 283284
Gene Ontology Biological Process	GO:0032720	negative regulation of tumor necrosis factor production	0.569250937823633	0.735294338565879	-0.254385536854574	0.775392801910486	depleted	43	12	90814.4651162791	3965, 5987, 6504, 7128, 2693, 4157, 5443, 7099, 9370, 9971, 10270, 11213
Gene Ontology Biological Process	GO:0060055	angiogenesis involved in wound healing	0.569865409049861	0.735811228127757	-0.396134943217718	0.672915884375631	depleted	17	4	133134.235294118	2113, 7128, 5291, 79625
Gene Ontology Biological Process	GO:0060561	apoptotic process involved in morphogenesis	0.571360721629975	0.737096764913489	-0.309417578618925	0.733874255835614	depleted	24	11	153117.458333333	2296, 578, 655, 1482, 4041, 4851, 5076, 5519, 7421, 10018, 23513
Gene Ontology Biological Process	GO:0008610	lipid biosynthetic process	0.572020874897184	0.737530462391984	-0.0603668588885947	0.94141910226029	depleted	647	179	128012.360123648	9215, 26031, 5295, 5336, 10580, 151742, 476, 1392, 1907, 3638, 9926, 11218, 55750, 197322, 375298, 338, 972, 1103, 1585, 1906, 3631, 3635, 4644, 5155, 5321, 5580, 5728, 5978, 7903, 9444, 10728, 10998, 23175, 23409, 23533, 51099, 54361, 55500, 55512, 84532, 114881, 348158, 32, 247, 301, 634, 650, 718, 949, 1119, 1584, 1595, 2055, 2171, 2181, 2222, 2488, 2629, 3157, 3356, 3490, 3612, 3667, 3692, 3990, 4047, 5191, 5279, 5283, 5291, 5338, 5359, 5571, 5740, 5743, 6307, 6309, 6342, 6591, 6647, 6713, 6720, 7124, 7357, 7376, 7421, 7536, 8395, 8503, 8540, 8612, 8660, 8760, 8776, 8813, 8817, 8867, 8898, 8912, 9104, 9370, 9415, 9487, 9488, 9489, 9619, 9791, 9965, 9971, 10026, 10062, 10087, 10399, 10400, 10654, 10891, 11145, 11160, 11161, 11343, 22876, 22937, 23259, 23556, 23600, 23761, 27122, 27235, 29842, 51046, 51144, 51171, 51196, 51422, 54675, 54872, 54898, 54988, 55294, 55304, 55326, 55361, 55809, 56052, 56848, 56895, 57153, 57406, 57605, 57678, 60481, 64850, 79644, 80821, 81490, 81537, 81849, 83394, 83723, 94101, 112812, 114883, 116150, 116285, 123876, 127281, 129642, 137964, 146850, 150094, 171546, 171586, 204962, 253017, 253558, 253782, 259230, 376497, 387787
Gene Ontology Biological Process	GO:0000460	maturation of 5.8S rRNA	0.572035445104868	0.737530462391984	-0.324823524544952	0.722654873237299	depleted	29	7	69846.8965517241	3692, 3921, 8602, 23517, 51010, 51018, 84549
Gene Ontology Biological Process	GO:0032620	interleukin-17 production	0.572153809757921	0.737530462391984	-0.311558087180885	0.732305071732738	depleted	25	9	162338.64	3592, 3593, 5621, 7040, 7099, 9971, 11334, 23180, 59067
Gene Ontology Biological Process	GO:0071732	cellular response to nitric oxide	0.572268742189399	0.737530462391984	-0.421605703592961	0.655992643949221	depleted	16	3	107685.4375	3184, 3747, 8837
Gene Ontology Biological Process	GO:0034243	regulation of transcription elongation from RNA polymerase II promoter	0.572542192009115	0.737636320679821	-0.353541715011416	0.702196699833748	depleted	24	7	70355.3333333333	10771, 2146, 6469, 6827, 8178, 9025, 25920
